,阳历年份,季节号,序号,插补号,卷号,册号,书名,出版单位,版本年号,版本年代,版本干支,版本季节,页码,地区,地名_题头,机构一,机构二,机构三,缺分,官缺等级,官职一,官职二,加级,加级军功,爵位,身份一,姓,名,字号,原籍省,原籍县,籍贯省,籍贯县,身份二,旗分,出身一,科年一,出身二,科年二,铨选年号,铨选年代,铨选闰月,铨选月,铨选方式
24675,1900.0,2.0,8844.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,130.0,河南省,長平,陳州府,西華縣,,簡缺,難,知縣,,,,,,林,廷贊,,,,安徽,懷遠,,,監生,,,,,25,,9.0,補
24679,1900.0,2.0,8848.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,130.0,河南省,林陵,陳州府,項城縣,,簡缺,,知縣,,,,,,姚,禮咸,,,,廣西,番禺,,,監生,,,,,22,,4.0,補
24683,1900.0,2.0,8852.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,131.0,河南省,平興,陳州府,沈邱縣,,簡缺,難,知縣,,,,,,葉,惟憲,,,,江蘇,上元,,,監生,,,,,26,,3.0,補
24687,1900.0,2.0,8856.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,131.0,河南省,陽夏,陳州府,太康縣,,要缺,繁疲難,知縣,,,,,,葉,濟,,,,浙江,仁和,,,舉人,,,,,23,,2.0,調
24692,1900.0,2.0,8861.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,131.0,河南省,北陳,陳州府,扶溝縣,,簡缺,,知縣,,,,,,楊,敬修,,,,浙江,山陰,,,監生,,,,,24,,2.0,選
24701,1900.0,2.0,8870.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,131.0,河南省,隠強,許州直隸州,臨頴縣,,簡缺,衝,知縣,,,,,,,空白,,,,江蘇,溧陽,,,監生,,,,,24,,8.0,補
24705,1900.0,2.0,8874.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,131.0,河南省,鄭汜,許州直隸州,襄城縣,,中缺,衝繁,知縣,,,,,,邵,壽宸,粒民,,,浙江,餘姚,,,監生,,,,,14,,3.0,選
24709,1900.0,2.0,8878.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,131.0,河南省,召陵,許州直隸州,郾城縣,,簡缺,衝,知縣,,,,,,于,文泉,,,,山東,蓬萊,,,,丁丑,,,,25,,6.0,補
24713,1900.0,2.0,8882.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,131.0,河南省,長社,許州直隸州,長葛縣,,簡缺,,知縣,,,,,,王,錫晉,,,,山西,黎城,,,舉人,,,,,3,,11.0,補
24723,1900.0,2.0,8892.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,131.0,河南省,雎陽,歸德府,商邱縣,,要缺,衝繁難,知縣,,,,,,許,成忠,,,,江蘇,武進,,,監生,,,,,14,,3.0,調
24732,1900.0,2.0,8901.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,131.0,河南省,真原,歸德府,鹿邑縣,,要缺,繁疲難,知縣,,,,,,李,標鳳,,,,江蘇,吳縣,,,監生,,,,,23,,7.0,調
24737,1900.0,2.0,8906.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,131.0,河南省,黍邱,歸德府,夏邑縣,,中缺,衝難,知縣,,,,,,胡,嗣芬,,,,貴州,開州,,,,乙未,,,,24,,8.0,選
24742,1900.0,2.0,8911.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,131.0,河南省,太邱,歸德府,永城縣,,要缺,衝繁難,知縣,,,,,,岳,廷楷,,,,山東,利津,,,廩貢,,,,,25,,9.0,調
24747,1900.0,2.0,8916.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,131.0,河南省,古虞,歸德府,虞城縣,,中缺,衝繁,知縣,,,,,,朱,慶崧,,,,順天,宛平,,,廩貢,,,,,25,,11.0,調
24756,1900.0,2.0,8925.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,132.0,河南省,戴國,歸德府,考城縣,,簡缺,,知縣,,,,,,,空白,,,,江蘇,廬陵,,,舉人,,,,,9,,4.0,補
24761,1900.0,2.0,8930.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,132.0,河南省,古傿,歸德府,柘城縣,,簡缺,,知縣,,,,,,費,鴻年,,,,浙江,慈谿,,,監生,,,,,25,,8.0,選
24770,1900.0,2.0,8939.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,132.0,河南省,林城,彰德府,安陽縣,,要缺,衝繁疲,知縣,,,,,,石,庚,,,,浙江,會稽,,,舉人,,,,,25,,2.0,調
24775,1900.0,2.0,8944.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,132.0,河南省,相州,彰德府,湯陰縣,,中缺,衝繁,知縣,,,,,,褚,煇祖,,,,湖北,江夏,,,監生,,,,,25,,9.0,補
24780,1900.0,2.0,8949.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,132.0,河南省,淦水,彰德府,臨漳縣,,簡缺,繁,知縣,,,,,,周,秉彝,,,,湖北,漢陽,,,附貢,,,,,17,,8.0,選
24784,1900.0,2.0,8953.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,132.0,河南省,林慮,彰德府,林縣,,簡缺,繁,知縣,,,,,,曹,善臻,,,,江蘇,溧陽,,,拔貢,,,,,16,,8.0,選
24788,1900.0,2.0,8957.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,132.0,河南省,繁陽,彰德府,內黃縣,,要缺,繁難,知縣,,,,,,李,汝拔,,,,廣東,三水,,,舉人,,,,,25,,9.0,調
24798,1900.0,2.0,8967.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,132.0,河南省,刈陵,彰德府,涉縣,,簡缺,,知縣,,,,,,車,均,,,,順天,通州,,,,,,,,18,,12.0,補
24806,1900.0,2.0,8975.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,132.0,河南省,牧野,衛輝府,汲縣,,中缺,衝繁,知縣,,,,,,李,元楨,,,,江蘇,吳縣,,,舉人,,,,,21,,8.0,補
24810,1900.0,2.0,8979.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,132.0,河南省,新樂,衛輝府,新鄉縣,,中缺,衝繁,知縣,,,,,,魏,正儒,,,,四川,成都,,,舉人,,,,,17,,10.0,選
24814,1900.0,2.0,8983.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,132.0,河南省,甯邑,衛輝府,獲嘉縣,,中缺,衝繁,知縣,,,,,,邵,祖奭,,,,山西,高平,,,舉人,,,,,21,,12.0,補
24819,1900.0,2.0,8988.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,133.0,河南省,古般,衛輝府,淇縣,,簡缺,衝,知縣,,,,,,史,悠履,,,,廣東,番禺,,,舉人,,,,,23,,4.0,選
24822,1900.0,2.0,8991.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,133.0,河南省,其城,衛輝府,輝縣,,簡缺,繁,知縣,,,,,,廉,傑,,,,,,漢軍,鑲藍,舉人,,,,,22,,3.0,選
24827,1900.0,2.0,8996.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,133.0,河南省,酸棗,衛輝府,延津縣,,中缺,衝疲,知縣,,,,,,周,常炳,,,,直隸,天津,,,舉人,,,,,26,,4.0,補
24831,1900.0,2.0,9000.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,133.0,河南省,黎陽,衛輝府,濬縣,,中缺,衝繁,知縣,,,,,,韓,國鈞,,,,江蘇,泰州,,,舉人,,,,,25,,4.0,補
24836,1900.0,2.0,9005.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,133.0,河南省,京城,衛輝府,滑縣,,要缺,繁難,知縣,,,,,,盛,元均,,,,浙江,秀水,,,優貢,,,,,17,,7.0,補
24842,1900.0,2.0,9011.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,133.0,河南省,封父,衛輝府,封邱縣,,簡缺,繁,知縣,,,,,,黃,庭芝,,,,廣東,文昌,,,拔貢,,,,,22,,10.0,選
24854,1900.0,2.0,9023.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,133.0,河南省,刑邱,懷慶府,河內縣,,要缺,衝繁,知縣,,,,,,,空白,,,,江蘇,武進,,,附貢,,,,,24,,4.0,補
24859,1900.0,2.0,9028.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,133.0,河南省,王屋,懷慶府,濟源縣,,簡缺,難,知縣,,,,,,魯,恩培,,,,順天,大興,,,監生,,,,,18,,12.0,選
24864,1900.0,2.0,9033.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,133.0,河南省,卷縣,懷慶府,原武縣,,簡缺,難,知縣,,,,,,張,秀升,,,,山西,介休,,,監生,,,,,17,,7.0,選
24869,1900.0,2.0,9038.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,133.0,河南省,山陽,懷慶府,修武縣,,中缺,衝繁,知縣,,,,,,黃,銓,,,,陝西,大荔,,,監生,,,,,21,5.0,,補
24874,1900.0,2.0,9043.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,133.0,河南省,安昌,懷慶府,武陟縣,,,,知縣,,,,,,夏,聯鈺,,,,山東,濟甯州,,,,庚辰,,,,22,,10.0,調
24885,1900.0,2.0,9054.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,134.0,河南省,平皋,懷慶府,溫縣,,簡缺,繁,知縣,,,,,,秦,本提,玉屏,,,湖北,漢川,,,監生,,,,,19,,5.0,補
24889,1900.0,2.0,9058.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,134.0,河南省,白溝,懷慶府,陽武縣,,簡缺,繁,知縣,,,,,,白,采,,,,順天,通州,,,監生,,,,,18,,5.0,選
24899,1900.0,2.0,9068.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,134.0,河南省,伊關,河南府,洛陽縣,,要缺,衝繁難,知縣,,,,,,于,光明,,,,山東,蓬萊,,,舉人,,,,,17,,6.0,補
24904,1900.0,2.0,9073.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,134.0,河南省,緱氏,河南府,偃師縣,,簡缺,衝,知縣,,,,,,潘,毓岱,,,,江蘇,溧陽,,,監生,,,,,24,,5.0,補
24908,1900.0,2.0,9077.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,134.0,河南省,芝田,河南府,鞏縣,,簡缺,衝,知縣,,,,,,陳,吉冕,,,,山東,長清,,,副貢,,,,,21,,1.0,選
24915,1900.0,2.0,9084.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,134.0,河南省,甘棠,河南府,宜陽縣,,簡缺,,知縣,,,,,,周,雲,,,,山東,東阿,,,進士,,,,,23,,12.0,補
24920,1900.0,2.0,9089.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,134.0,河南省,審高,河南府,登封縣,,簡缺,,知縣,,,,,,汪,繼祖,,,,江蘇,江甯,,,監生,,,,,25,,9.0,補
24924,1900.0,2.0,9093.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,134.0,河南省,熊耳,河南府,永甯縣,,簡缺,,知縣,,,,,,張,曜斗,,,,陝西,長安,,,,己丑,,,,22,,1.0,補
24928,1900.0,2.0,9097.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,134.0,河南省,東垣,河南府,新安縣,,簡缺,衝,知縣,,,,,,曾,慶蘭,,,,湖北,京山,,,,己丑,,,,21,,3.0,補
24932,1900.0,2.0,9101.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,134.0,河南省,俱利,河南府,澠池縣,,簡缺,衝,知縣,,,,,,賀,國瑛,,,,安徽,宿松,,,,甲午,,,,26,,4.0,補
24948,1900.0,2.0,9117.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,134.0,河南省,恒農,陝州直隸州,靈寶縣,,中缺,衝繁,知縣,,,,,,徐,元釗,,,,浙江,會稽,,,附貢,,,,,25,,4.0,補
24953,1900.0,2.0,9122.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,135.0,河南省,湖城,陝州直隸州,閿鄉縣,,中缺,衝難,知縣,,,,,,汪,鼎臣,,,,江蘇,溧陽,,,文童,,,,,19,,4.0,補
24958,1900.0,2.0,9127.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,135.0,河南省,欒川,陝州直隸州,盧氏縣,,簡缺,,知縣,,,,,,盧,佑珊,,,,順天,涿州,,,供事,,,,,26,,3.0,補
24967,1900.0,2.0,9136.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,135.0,河南省,杜衍,南陽府,南陽縣,,要缺,衝繁難,知縣,,,,,,潘,守廉,,,,山東,濟寧州,,,,己丑,,,,24,,7.0,補
24974,1900.0,2.0,9143.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,135.0,河南省,五陽,南陽府,南召縣,,簡缺,難,知縣,,,,,,,舒泰,,,,,,滿洲,正紅,,癸未,,,,22,,4.0,補
24979,1900.0,2.0,9148.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,135.0,河南省,謀陽,南陽府,鎮平縣,,簡缺,,知縣,,,,,,徐,壽茲,,,,江蘇,元和,,,舉人,,,,,23,,6.0,補
24983,1900.0,2.0,9152.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,135.0,河南省,西進,南陽府,唐縣,,中缺,繁難,知縣,,,,,,沈,同芳,,,,江蘇,武進,,,,甲午,,,,24,,6.0,選
24988,1900.0,2.0,9157.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,135.0,河南省,慈邱,南陽府,泌陽縣,,簡缺,,知縣,,,,,,,錫鐸,,,,,,滿洲,鑲藍,,乙未,,,,24,,8.0,選
25000,1900.0,2.0,9169.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,135.0,河南省,菊潭,南陽府,內鄉縣,,中缺,繁難,知縣,,,,,,章,炳燾,,,,浙江,會稽,,,監生,,,,,18,,3.0,補
25005,1900.0,2.0,9174.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,135.0,河南省,漢廣,南陽府,新野縣,,簡缺,衝,知縣,,,,,,錢,繩祖,,,,浙江,仁和,,,監生,,,,,20,,6.0,補
25017,1900.0,2.0,9186.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,135.0,河南省,定陵,南陽府,舞陽縣,,簡缺,,知縣,,,,,,陳,翰聲,,,,山東,濰縣,,,進士,,,,,25,,3.0,選
25021,1900.0,2.0,9190.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,136.0,河南省,汝墳,南陽府,葉縣,,簡缺,衝,知縣,,,,,,余,鉞,,,,安徽,績溪,,,監生,,,,,22,,2.0,補
25038,1900.0,2.0,9207.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,136.0,河南省,滇陽,汝甯府,正陽縣,,簡缺,繁,知縣,,,,,,王,拱裳,,,,江蘇,吳縣,,,舉人,,,,,25,,10.0,選
25041,1900.0,2.0,9210.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,136.0,河南省,武津,汝甯府,上蔡縣,,中缺,繁難,知縣,,,,,,王,皋,,,,福建,閩縣,,,,丙戌,,,,22,,6.0,補
25045,1900.0,2.0,9214.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,136.0,河南省,鮦陽,汝甯府,新蔡縣,,簡缺,,知縣,,,,,,徐,仁麟,,,,浙江,仁和,,,監生,,,,,22,,8.0,補
25049,1900.0,2.0,9218.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,136.0,河南省,定穎,汝甯府,西平縣,,中缺,衝繁,知縣,,,,,,左,輔,素儲,,,湖南,長沙,,,附生,,,,,20,,11.0,選
25053,1900.0,2.0,9222.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,136.0,河南省,吳房,汝甯府,遂平縣,,中缺,衝繁,知縣,,,,,,靳,介熙,,,,山東,聊城,,,廩貢,,,,,22,,2.0,補
25057,1900.0,2.0,9226.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,136.0,河南省,明陵,汝甯府,確山縣,,中缺,衝繁,知縣,,,,,,施,廷弼,,,,廣西,橫州,,,,戊辰,,,,13,,9.0,選
25068,1900.0,2.0,9237.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,136.0,河南省,寶城,汝甯府,羅山縣,,中缺,繁難,知縣,,,,,,孔,繁潔,,,,山東,曲阜,,,監生,,,,,20,,11.0,調
25082,1900.0,2.0,9251.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,136.0,河南省,蓼國,光州直隸州,固始縣,,要缺,繁疲難,知縣,,,,,,楊,溶,,,,福建,閩縣,,,,庚辰,,,,19,,4.0,調
25088,1900.0,2.0,9257.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,137.0,河南省,新息,光州直隸州,息縣,,要缺,繁疲難,知縣,,,,,,楊,清魁,,,,直隸,清苑,,,進士,,,,,22,,12.0,補
25092,1900.0,2.0,9261.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,137.0,河南省,雩婁,光州直隸州,商城縣,,簡缺,難,知縣,,,,,,陸,延楨,,,,江蘇,吳江,,,,壬辰,,,,21,,12.0,補
25102,1900.0,2.0,9271.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,137.0,河南省,魯陽,汝州直隸州,魯山縣,,簡缺,難,知縣,,,,,,苗,燮,,,,江蘇,上元,,,監生,,,,,21,,12.0,補
25107,1900.0,2.0,9276.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,137.0,河南省,龍山,汝州直隸州,郟縣,,簡缺,難,知縣,,,,,,呂,相曾,,,,山東,萊蕪,,,監生,,,,,26,,4.0,選
25114,1900.0,2.0,9283.0,0.0,68,1.0,縉紳全書,榮祿堂,光緒,26.0,庚子,夏,137.0,河南省,練溪,汝州直隸州,伊陽縣,,簡缺,,知縣,,,,,,胡,昶英,,,,順天,大興,,,監生,,,,,18,,3.0,補
37805,1900.0,3.0,7007.0,0.0,68.0,2.0,爵秩全覽,刻本,光緒,26.0,庚子,秋,,河南省,俊儀,開封府,祥符縣,,最要,衝繁難,知縣,,,,,,,恩鍾,,,,,,漢軍,鑲藍,進士,,,,,,,,
37815,1900.0,3.0,7017.0,0.0,68.0,2.0,爵秩全覽,刻本,光緒,26.0,庚子,秋,,河南省,小黃,開封府,陳留縣,,簡缺,衝,知縣,,,,,,王,謙覲,,,,安徽,鳳陽,,,監生,,,,,,,,
37820,1900.0,3.0,7022.0,0.0,68.0,2.0,爵秩全覽,刻本,光緒,26.0,庚子,秋,,河南省,雍邱,開封府,杞縣,,要缺,衝繁難,知縣,,,,,,蒯,籛,,,,順天,大興,,,監生,,,,,,,,
37824,1900.0,3.0,7026.0,0.0,68.0,2.0,爵秩全覽,刻本,光緒,26.0,庚子,秋,,河南省,咸平,開封府,通許縣,,簡缺,,知縣,,,,,,杜,玉,,,,奉天,錦縣,,,監生,,,,,,,,
37828,1900.0,3.0,7030.0,0.0,68.0,2.0,爵秩全覽,刻本,光緒,26.0,庚子,秋,,河南省,蔡陂,開封府,尉氏縣,,簡缺,衝,知縣,,,,,,鄒,邦瑞,,,,江蘇,常熟,,,監生,,,,,,,,
37832,1900.0,3.0,7034.0,0.0,68.0,2.0,爵秩全覽,刻本,光緒,26.0,庚子,秋,,河南省,朱樓,開封府,洧川縣,,簡缺,,知縣,,,,,,劉,時暘,,,,湖南,湘陰,,,舉人,,,,,,,,
37836,1900.0,3.0,7038.0,0.0,68.0,2.0,爵秩全覽,刻本,光緒,26.0,庚子,秋,,河南省,彪岡,開封府,鄢陵縣,,簡缺,難,知縣,,,,,,王,錫侯,,,,山東,長山,,,監生,,,,,,,,
37840,1900.0,3.0,7042.0,0.0,68.0,2.0,爵秩全覽,刻本,光緒,26.0,庚子,秋,,河南省,圃田,開封府,中牟縣,,中缺,衝繁,知縣,,,,,,朱,驥,,,,湖北,大冶,,,舉人,,,,,,,,
37846,1900.0,3.0,7048.0,0.0,68.0,2.0,爵秩全覽,刻本,光緒,26.0,庚子,秋,,河南省,東明,開封府,蘭儀縣,,中缺,衝繁,知縣,,,,,,楊,錦江,,,,直隸,威縣,,,進士,,,,,,,,
37857,1900.0,3.0,7059.0,0.0,68.0,2.0,爵秩全覽,刻本,光緒,26.0,庚子,秋,,河南省,成皋,開封府,榮陽縣,,簡缺,衝,知縣,,,,,,,空白,,,,,,,,,,,,,,,,
37861,1900.0,3.0,7063.0,0.0,68.0,2.0,爵秩全覽,刻本,光緒,26.0,庚子,秋,,河南省,廣武,開封府,榮澤縣,,要缺,衝繁疲,知縣,,,,,,,連魁,,,,,,滿洲,正紅,監生,,,,,,,,
37868,1900.0,3.0,7070.0,0.0,68.0,2.0,爵秩全覽,刻本,光緒,26.0,庚子,秋,,河南省,東虢,開封府,汜水縣,,簡缺,衝,知縣,,,,,,秦,鎔,,,,安徽,桐城,,,附生,,,,,,,,
37876,1900.0,3.0,7078.0,0.0,68.0,2.0,爵秩全覽,刻本,光緒,26.0,庚子,秋,,河南省,曲梁,開封府,密縣,,簡缺,,知縣,,,,,,陶,應輝,,,,湖南,衡山,,,吏員,,,,,,,,
37880,1900.0,3.0,7082.0,0.0,68.0,2.0,爵秩全覽,刻本,光緒,26.0,庚子,秋,,河南省,苑陵,開封府,新鄭縣,,簡缺,衝,知縣,,,,,,王,溥,,,,浙江,武康,,,監生,,,,,,,,
37889,1900.0,3.0,7091.0,0.0,68.0,2.0,爵秩全覽,刻本,光緒,26.0,庚子,秋,,河南省,宛邱,陳州府,淮甯縣,,要缺,繁疲難,知縣,,,,,,程,鐘,,,,江西,南昌,,,進士,,,,,,,,
37894,1900.0,3.0,7096.0,0.0,68.0,2.0,爵秩全覽,刻本,光緒,26.0,庚子,秋,,河南省,溵木,陳州府,商水縣,,簡缺,,知縣,,,,,,李,煥新,,,,奉天,蓋平,,,歲貢,,,,,,,,
37898,1900.0,3.0,7100.0,0.0,68.0,2.0,爵秩全覽,刻本,光緒,26.0,庚子,秋,,河南省,長平,陳州府,西華縣,,簡缺,難,知縣,,,,,,林,廷贊,,,,安徽,懷遠,,,監生,,,,,,,,
37902,1900.0,3.0,7104.0,0.0,68.0,2.0,爵秩全覽,刻本,光緒,26.0,庚子,秋,,河南省,林陵,陳州府,項城縣,,簡缺,,知縣,,,,,,姚,禮咸,,,,廣西,番禺,,,監生,,,,,,,,
37906,1900.0,3.0,7108.0,0.0,68.0,2.0,爵秩全覽,刻本,光緒,26.0,庚子,秋,,河南省,平興,陳州府,沈邱縣,,簡缺,難,知縣,,,,,,葉,惟憲,,,,江蘇,上元,,,監生,,,,,,,,
37910,1900.0,3.0,7112.0,0.0,68.0,2.0,爵秩全覽,刻本,光緒,26.0,庚子,秋,,河南省,陽夏,陳州府,太康縣,,要缺,繁疲難,知縣,,,,,,葉,濟,,,,浙江,仁和,,,舉人,,,,,,,,
37915,1900.0,3.0,7117.0,0.0,68.0,2.0,爵秩全覽,刻本,光緒,26.0,庚子,秋,,河南省,北陳,陳州府,扶溝縣,,簡缺,,知縣,,,,,,楊,敬修,,,,浙江,山陰,,,監生,,,,,,,,
37924,1900.0,3.0,7126.0,0.0,68.0,2.0,爵秩全覽,刻本,光緒,26.0,庚子,秋,,河南省,隠強,許州直隸州,臨頴縣,,簡缺,衝,知縣,,,,,,,空白,,,,,,,,,,,,,,,,
37928,1900.0,3.0,7130.0,0.0,68.0,2.0,爵秩全覽,刻本,光緒,26.0,庚子,秋,,河南省,鄭汜,許州直隸州,襄城縣,,中缺,衝繁,知縣,,,,,,邵,壽宸,,,,浙江,餘姚,,,監生,,,,,,,,
37932,1900.0,3.0,7134.0,0.0,68.0,2.0,爵秩全覽,刻本,光緒,26.0,庚子,秋,,河南省,召陵,許州直隸州,郾城縣,,簡缺,衝,知縣,,,,,,于,文泉,,,,山東,蓬萊,,,進士,,,,,,,,
37936,1900.0,3.0,7138.0,0.0,68.0,2.0,爵秩全覽,刻本,光緒,26.0,庚子,秋,,河南省,長社,許州直隸州,長葛縣,,簡缺,,知縣,,,,,,王,錫晉,,,,山西,黎城,,,舉人,,,,,,,,
37946,1900.0,3.0,7148.0,0.0,68.0,2.0,爵秩全覽,刻本,光緒,26.0,庚子,秋,,河南省,雎陽,歸德府,商邱縣,,要缺,衝繁難,知縣,,,,,,許,成忠,,,,江蘇,武進,,,監生,,,,,,,,
37951,1900.0,3.0,7153.0,0.0,68.0,2.0,爵秩全覽,刻本,光緒,26.0,庚子,秋,,河南省,巳吾,歸德府,甯陵縣,,簡缺,衝,知縣,,,,,,汪,鈞澤,,,,江蘇,長州,,,監生,,,,,,,,
37955,1900.0,3.0,7157.0,0.0,68.0,2.0,爵秩全覽,刻本,光緒,26.0,庚子,秋,,河南省,真原,歸德府,鹿邑縣,,要缺,繁疲難,知縣,,,,,,李,標鳳,,,,江蘇,吳縣,,,監生,,,,,,,,
37960,1900.0,3.0,7162.0,0.0,68.0,2.0,爵秩全覽,刻本,光緒,26.0,庚子,秋,,河南省,黍邱,歸德府,夏邑縣,,中缺,衝難,知縣,,,,,,胡,嗣芬,,,,貴州,開州,,,進士,,,,,,,,
37965,1900.0,3.0,7167.0,0.0,68.0,2.0,爵秩全覽,刻本,光緒,26.0,庚子,秋,,河南省,太邱,歸德府,永城縣,,要缺,衝繁難,知縣,,,,,,岳,廷楷,,,,山東,利津,,,廩貢,,,,,,,,
37970,1900.0,3.0,7172.0,0.0,68.0,2.0,爵秩全覽,刻本,光緒,26.0,庚子,秋,,河南省,古虞,歸德府,虞城縣,,中缺,衝繁,知縣,,,,,,朱,慶崧,,,,順天,宛平,,,廩貢,,,,,,,,
37979,1900.0,3.0,7181.0,0.0,68.0,2.0,爵秩全覽,刻本,光緒,26.0,庚子,秋,,河南省,戴國,歸德府,考城縣,,簡缺,,知縣,,,,,,,空白,,,,,,,,,,,,,,,,
37984,1900.0,3.0,7186.0,0.0,68.0,2.0,爵秩全覽,刻本,光緒,26.0,庚子,秋,,河南省,古傿,歸德府,柘城縣,,簡缺,,知縣,,,,,,費,鴻年,,,,浙江,慈谿,,,監生,,,,,,,,
37993,1900.0,3.0,7195.0,0.0,68.0,2.0,爵秩全覽,刻本,光緒,26.0,庚子,秋,,河南省,林城,彰德府,安陽縣,,要缺,衝繁疲,知縣,,,,,,石,庚,,,,浙江,會稽,,,舉人,,,,,,,,
